,tokens,tags,ner_tags_str,len
2910,"['The' 'Finnair' 'Group' 'reported' 'a' 'first' '-' 'half' '2015' 'net'
 'loss' 'of' '€' '6' 'million' '(' '$' '6.7' 'million' ')' ',' 'narrowed'
 'from' 'a' '€' '23.9' 'million' 'net' 'loss' 'in' 'the' 'year' '-' 'ago'
 'period' '.']",[0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",36
2911,"['The' 'airline' 'attributed' 'the' 'improvement' 'primarily' 'to'
 'revenue' 'growth' 'in' 'core' 'business' 'operations' ',' 'progress'
 'in' 'cost' 'reduction' 'measures' 'and' 'falling' 'fuel' 'prices' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",24
2912,"['Revenue' 'was' 'largely' 'static' 'for' 'the' 'period' ',' 'down' 'just'
 '0.7' '%' 'year' '-' 'on' '-' 'year' 'to' '€' '1.1' 'billion' ',' 'and'
 'an' 'operating' 'loss' 'of' '€' '13.9' 'million' 'represented' 'a'
 '74.5' '%' 'improvement' 'over' '1H' '2014' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",39
2913,"['Passenger' 'numbers' 'for' 'the' '2015' 'half' '-' 'year' 'increased'
 '3.7' '%' 'to' '4.9' 'million' ',' 'while' 'ASKs' 'were' 'up' '1.7' '%'
 'to' '15.5' 'billion' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2914,"['RPKs' 'were' 'up' '1.1' '%' 'to' '12.2' 'billion' ',' 'while' 'load'
 'factor' 'dipped' 'half' 'a' 'percentage' 'point' 'to' '78.6' '%' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",21
2915,"['Yield' ',' 'however' ',' 'improved' '2.8' '%' '.']",[0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],8
2916,"['Finnair' 'CEO' 'Pekka' 'Vauramo' 'said' ':' '“' 'Our' 'passenger'
 'traffic' 'revenue' 'from' 'tickets' 'and' 'ancillary' 'services' 'saw'
 'strong' 'growth' 'in' 'the' 'second' 'quarter' 'of' '2015' ',' 'and'
 'we' 'achieved' 'a' 'new' 'record' 'in' 'June' 'by' 'carrying' 'more'
 'than' '37,500' 'passengers' 'in' 'one' 'day' '.']","[5 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]","['B-ORG' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",44
2917,"['Profitability' 'improved' 'significantly' ',' 'although' 'the'
 'operational' 'result' 'still' 'showed' 'a' 'loss' 'of' '€' '12.9'
 'million' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2918,"['While' 'we' 'cannot' 'be' 'satisfied' 'with' 'our' 'loss' '-' 'making'
 'result' ',' 'our' 'financial' 'position' 'and' 'liquidity' 'are' 'very'
 'strong' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",21
2919,"['We' 'are' 'moving' 'in' 'the' 'right' 'direction' 'and' 'our' 'strategy'
 ',' 'which' 'was' 'updated' 'in' 'the' 'spring' ',' 'is' 'clear' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",21
2920,"['Our' 'goal' 'is' 'profitable' 'growth' ',' 'which' 'we' 'will' 'be'
 'better' 'equipped' 'to' 'achieve' 'once' 'the' 'Airbus' '350' 'aircraft'
 'start' 'joining' 'our' 'fleet' 'later' 'this' 'year' '.' '”']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",28
2921,"['Vauramo' 'said' 'the' 'long' '-' 'haul' 'fleet' 'renewal' ',' 'which'
 'starts' 'this' 'fall' ',' 'would' 'enable' 'gradual' 'capacity' 'growth'
 'and' 'generate' 'fuel' 'cost' 'savings' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2922,"['The' 'airline' 'has' 'begun' 'recruiting' 'cabin' 'crew' '“' 'with' 'a'
 'view' 'to' 'future' 'growth' ',' '”' 'he' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",19
2923,"['In' 'terms' 'of' 'its' 'outlook' 'for' 'the' 'rest' 'of' 'the' 'year'
 ',' 'Finnair' 'estimates' 'its' '2015' 'operational' 'result' 'will' 'be'
 'around' 'breakeven' 'or' 'slightly' 'positive' ',' 'with' 'a' 'capacity'
 'increase' 'of' '3' '%' 'for' 'the' 'year' 'still' 'on' 'target' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",40
2924,"['The' 'airline' 'still' 'expects' 'revenue' 'for' 'the' 'full' 'year'
 'to' 'remain' 'at' '2014' 'levels' 'but' ',' 'contrary' 'to' 'its' 'May'
 'forecast' ',' 'now' 'expects' 'unit' 'costs' 'excluding' 'fuel' 'at'
 'constant' 'currency' 'to' 'remain' 'at' '—' 'not' 'below' '—' '2014'
 'levels' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",41
2925,"['The' 'piggy' 'bank' 'is' 'filling' 'up' 'as' 'Australian' 'kids' 'reap'
 'the' 'rewards' 'of' 'generous' '-' 'or' 'guilty' '-' 'parents' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",20
2926,['Photo' ':' 'Josh' 'Robenstone'],[0 0 1 2],['O' 'O' 'B-PER' 'I-PER'],4
2927,"['Know' 'anyone' 'who' 'makes' '$' '260' 'a' 'year' 'on' 'the' 'side'
 'without' 'doing' 'anything' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
2928,"['Australian' 'toddlers' 'are' '-' 'they' ""'re"" 'earning' 'about' '$' '5'
 '-' 'a' '-' 'week' 'on' 'average' 'in' 'pocket' 'money' 'each' 'week' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",22
2929,"['A' 'survey' 'by' 'money' 'comparison' 'site' 'Finder.com.au' 'has'
 'found' 'that' 'the' 'practice' 'of' 'parents' 'giving' 'out' 'pocket'
 'money' 'is' 'thriving' ',' 'with' 'mums' 'and' 'dads' 'on' 'average'
 'handing' 'out' 'more' 'than' '$' '7,000' 'to' 'their' 'kids'
 'throughout' 'their' 'childhoods' '.']","[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",40
2930,"['Once' 'upon' 'a' 'time' 'children' 'would' 'do' 'chores' 'around' 'the'
 'home' 'to' 'earn' 'their' 'pocket' 'money' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2931,['Not' 'now' 'though' '.'],[0 0 0 0],['O' 'O' 'O' 'O'],4
2932,['Oh' 'no' '.'],[0 0 0],['O' 'O' 'O'],3
2933,['Photo' ':' 'Fairfax' 'Photo' 'Library'],[0 0 5 6 6],['O' 'O' 'B-ORG' 'I-ORG' 'I-ORG'],5
2934,"['Kids' 'aged' 'two' 'and' 'under' 'receive' 'an' 'average' 'of' '$' '5'
 'a' 'week' ',' 'while' 'their' 'teenage' 'siblings' 'get' 'up' 'to' '$'
 '15' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",24
2936,"['But' 'while' 'two' 'thirds' 'of' 'families' 'dole' 'out' 'pocket'
 'money' 'to' 'their' 'kids' ',' 'only' 'a' 'third' 'of' 'recipients' 'do'
 'anything' 'to' 'earn' 'it' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2937,"['With' 'most' 'kids' 'sponging' 'off' 'their' 'parents' 'for' 'free' ','
 'experts' 'say' 'it' ""'s"" 'a' 'missed' 'opportunity' 'to' 'teach' 'them'
 'about' 'work' 'ethics' 'and' 'money' 'management' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2938,"['""' 'Pocket' 'money' 'is' 'a' 'terrific' 'way' 'to' 'teach' 'kids' 'how'
 'to' 'value' 'money' 'but' 'it' ""'s"" 'almost' 'pointless' 'without'
 'having' 'included' 'conditions' 'like' 'doing' 'chores' ',' '""' 'said'
 'Finder' 'money' 'expert' 'Michelle' 'Hutchinson' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 2 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-PER'
 'I-PER' 'O']",35
2939,"['Sydney' 'mum' 'Jackie' 'Nevill' ',' 'who' 'gives' 'her' 'five' 'and'
 'six' 'year' 'olds' '$' '2' '-' 'a' '-' 'week' 'for' 'basic' 'chores' ','
 'agrees' '.']",[3 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-LOC' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2940,"['""' '(' 'Pocket' 'money' ')' 'is' 'a' 'good' 'incentive' 'so' 'they' 'do'
 ""n't"" 'get' 'too' 'spoilt' 'and' 'think' 'they' 'can' 'ask' 'for' 'money'
 'anytime' 'they' ""'d"" 'like' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",28
2941,['It' 'puts' 'the' 'onus' 'on' 'them' '.'],[0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O'],7
2942,"['If' 'they' 'really' 'want' 'something' ',' 'they' 'can' 'work' 'for'
 'it' '.' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],13
2943,"['However' ',' 'incentivising' 'has' 'also' 'turned' 'her' 'canny' 'kids'
 'onto' 'exploiting' 'the' 'system' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14
2944,"['""' 'They' ""'re"" 'starting' 'to' 'get' 'into' 'the' 'mindset' 'where'
 'they' 'think' 'well' ',' 'why' 'should' 'I' 'clean' 'up' 'my' 'room'
 'if' 'you' ""'re"" 'not' 'going' 'to' 'give' 'me' 'money' 'for' 'it' '?'
 '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",34
2945,"['She' 'does' ""n't"" 'believe' 'in' 'pocket' 'money' 'given'
 'unconditionally' '.']",[0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],10
2946,"['""' 'I' 'do' ""n't"" 'really' 'see' 'what' 'that' 'teaches' '.']",[0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],10
2947,"['It' 'gives' 'them' 'a' 'message' 'that' 'they' ""'re"" 'entitled' 'to'
 'money' 'for' 'doing' 'nothing' ',' 'which' 'is' 'not' 'how' 'the'
 'world' 'works' '.' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",24
2948,"['The' 'survey' 'found' 'that' 'the' 'older' 'the' 'kids' 'got' ',' 'the'
 'more' 'they' 'cost' 'their' 'parents' ',' 'with' '17' 'year' 'olds'
 'receiving' 'almost' '$' '800' 'in' 'pocket' 'money' 'a' 'year' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
2949,"['Younger' 'parents' 'are' 'also' 'more' 'likely' 'to' 'splash' 'cash'
 'on' 'their' 'offspring' ',' 'with' 'more' 'than' 'half' 'of' 'Gen' 'Y'
 'parents' 'playing' 'banker' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",24
2950,"['NSW' 'children' 'were' 'the' 'most' 'spoilt' ',' 'with' 'only' '15'
 'per' 'cent' 'of' 'them' 'asked' 'to' 'do' 'chores' 'compared' 'to'
 'more' 'than' 'half' 'of' 'Queensland' 'kids' 'who' 'worked' 'for'
 'their' 'cash' '.']",[3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0],"['B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",32
2951,['Pocket' 'pals'],[0 0],['O' 'O'],2
2952,['Two' '-' 'thirds' 'of' 'children' 'receive' 'pocket' 'money'],[0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],8
2953,"['Only' 'a' 'third' 'do' 'anything' 'to' 'earn' 'it' 'Average' 'pocket'
 'money' 'a' 'week' 'is' '$' '9.30' ',' 'or' '$' '7016' 'throughout'
 'childhood']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",22
2954,"['Two' 'year' 'olds' 'receive' 'up' 'to' '$' '260' '/' 'year' '17' 'year'
 'olds' 'get' '$' '800' '/' 'year' 'Pocket' 'money' 'rise' 'by' '7.6' '%'
 'a' 'year' 'vs' 'savings' 'account' 'interest' 'rate' 'of' '3' 'per'
 'cent' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",36
2956,['Allco' 'Finance' 'Group' 'Director' 'Gordon'],[5 6 6 0 1],['B-ORG' 'I-ORG' 'I-ORG' 'O' 'B-PER'],5
2957,"['Fell' ',' 'outside' 'court' 'after' 'giving' 'evidence' 'over' 'a' '$'
 '50' 'million' 'unsecured' 'loan' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
2958,"['Thursday' '25th' 'March' '2010' 'AFR' 'photo' 'Louie' 'Douvis' 'job' '#'
 '124669' 'Louie' 'Douvis' 'Share' 'on' 'twitter' 'Share' 'on' 'Google'
 'Plus' 'by' 'Will' 'Glasgow' 'Praise' 'his' 'name' '.']",[0 0 0 0 0 0 1 2 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O']",27
2959,['Rubicon' 'founder' 'Gordon'],[5 0 1],['B-ORG' 'O' 'B-PER'],3
2960,"['Fell' 'is' 'finally' 'doing' 'something' 'to' 'fix' 'the' 'ratty' 'pool'
 'out' 'the' 'back' 'of' 'the' 'Sydney' 'trophy' 'home' ',' 'Routala' ','
 'that' 'he' 'bought' 'for' 'a' 'smidge' 'under' '$' '29' 'million' 'in'
 '2007' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC'
 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",34
2961,"['A' 'few' 'months' 'after' 'Ardent' 'Leisure' 'chief' 'executive'
 'officer' 'Deb' 'Thomas' ""'s"" 'Woollahra' 'council' 'approved' 'the'
 'development' 'application' ',' 'construction' 'has' 'begun' 'at' 'the'
 'Point' 'Piper' 'palace' '.']",[0 0 0 0 5 6 0 0 0 1 2 0 3 0 0 0 0 0 0 0 0 0 0 0 3 4 4 0],"['O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-LOC'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'O']",28
2962,"['It' 'seems' 'our' 'threats' 'to' 'stop' 'coming' 'to' 'the'
 'controversial' 'businessman' ""'s"" 'summer' 'Gatsby' 'parties' 'have'
 'finally' 'hit' 'the' 'mark' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",21
2963,"['All' 'this' 'as' 'the' 'case' 'against' 'him' 'by' 'the' 'receivers'
 'for' 'Allco' 'Finance' 'Group' ',' 'the' 'business' 'Fell' 'co-founder'
 'with' 'the' 'late' 'David' 'Coe' ',' 'rises' 'again' 'in' 'the'
 'Supreme' 'Court' '.']",[0 0 0 0 0 0 0 0 0 0 0 5 6 6 0 0 0 5 0 0 0 0 1 2 0 0 0 0 0 5 6 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O'
 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'O']",32
2964,"['An' 'estimated' '20' 'hearing' 'days' 'are' 'scheduled' 'to' 'start'
 'next' 'month' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2965,"['It' 'makes' 'the' 'house' 'a' 'worthy' 'addition' 'to' 'our' 'wildly'
 'popular' 'segment' ',' 'The' 'Rich' 'List' ""'s"" 'Grand' 'Designs' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'
 'O' 'O' 'O' 'O']",20
2966,"['So' 'what' 'is' 'landscaper' 'Myles' 'Baldwin' 'Design' 'doing' 'for'
 'Gordon' 'and' 'his' 'wife' 'Pip' '?']",[0 0 0 0 1 2 0 0 0 1 0 0 0 1 0],"['O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-PER'
 'O']",15
2967,"['""' 'The' 'proposal' 'comprises' 'a' 'minor' 'extension' 'of' 'the'
 'existing' 'pool' ',' 'a' 'recessed' 'sitting' 'area' 'with' 'a'
 'pergola' 'above' ',' 'a' 'new' 'stair' 'from' 'the' 'dwelling' 'to'
 'the' 'pool' 'level' 'and' 'associated' 'landscaping' ',' '""' 'says'
 'the' 'modest' 'development' 'application' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",42
2968,"['It' 'will' 'cost' 'only' '$' '245,000' '.']",[0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O'],7
